,SampleID,treatment,series,group,stage,stage_all,age_days,group_stage,timepoint,plant_rep,harvest_date,PlantID,height,predry_w_env,postdry_w_env,envelope,predry,postdry,compartment,compartment_code,RP_extr_number,RS_extr_number,pellet_date,extr_date,extr_group,sample_type,control_type,experiment,is.neg
RP_108,RP_108,Control,growth,Control_growth,V2,V2,14,Control_growth_V2,2,3,19-Aug,Control_growth_V2_3,13.7,21.07,17.14,16.27,4.8,0.87,rhizoplane,RP,108,NA,5/4/23,5/11/23,6,sample,,rhizo_assembly,FALSE
RP_109,RP_109,Control,growth,Control_growth,V2,V2,14,Control_growth_V2,2,5,19-Aug,Control_growth_V2_5,9.9,20.11,17.02,16.27,3.84,0.75,rhizoplane,RP,109,NA,5/4/23,5/11/23,6,sample,,rhizo_assembly,FALSE
RP_130,RP_130,Control,growth,Control_growth,V2,V2,14,Control_growth_V2,2,2,19-Aug,Control_growth_V2_2,9.1,20,17.09,16.27,3.73,0.82,rhizoplane,RP,130,NA,5/4/23,5/11/23,7,sample,,rhizo_assembly,FALSE
RP_2,RP_2,Control,growth,Control_growth,V2,V2,14,Control_growth_V2,2,1,19-Aug,Control_growth_V2_1,13.9,21.15,17.39,16.27,4.88,1.12,rhizoplane,RP,2,NA,4/12/23,5/8/23,1,sample,,rhizo_assembly,FALSE
RP_25,RP_25,Control,growth,Control_growth,V2,V2,14,Control_growth_V2,2,4,19-Aug,Control_growth_V2_4,10.1,19.95,16.98,16.27,3.68,0.71,rhizoplane,RP,25,NA,4/13/23,5/9/23,2,sample,,rhizo_assembly,FALSE
RS_150,RS_150,Control,growth,Control_growth,V2,V2,14,Control_growth_V2,2,1,19-Aug,Control_growth_V2_1,13.9,21.15,17.39,16.27,4.88,1.12,rhizosphere,RS,NA,150,,5/13/23,8,sample,,rhizo_assembly,FALSE
RS_173,RS_173,Control,growth,Control_growth,V2,V2,14,Control_growth_V2,2,4,19-Aug,Control_growth_V2_4,10.1,19.95,16.98,16.27,3.68,0.71,rhizosphere,RS,NA,173,,5/13/23,9,sample,,rhizo_assembly,FALSE
RS_256,RS_256,Control,growth,Control_growth,V2,V2,14,Control_growth_V2,2,3,19-Aug,Control_growth_V2_3,13.7,21.07,17.14,16.27,4.8,0.87,rhizosphere,RS,NA,256,,5/15/23,13,sample,,rhizo_assembly,FALSE
RS_278,RS_278,Control,growth,Control_growth,V2,V2,14,Control_growth_V2,2,2,19-Aug,Control_growth_V2_2,9.1,20,17.09,16.27,3.73,0.82,rhizosphere,RS,NA,278,,5/15/23,14,sample,,rhizo_assembly,FALSE
RP_13,RP_13,Zeb,growth,Zeb_growth,V2,V2,24,Zeb_growth_V2,2,2,29-Aug,Zeb_growth_V2_2,8.1,5.26,3.11,2.5,2.76,0.61,rhizoplane,RP,13,NA,4/12/23,5/8/23,1,sample,,rhizo_assembly,FALSE
RP_14,RP_14,Zeb,growth,Zeb_growth,V2,V2,24,Zeb_growth_V2,2,3,29-Aug,Zeb_growth_V2_3,7.9,5.17,2.95,2.5,2.67,0.45,rhizoplane,RP,14,NA,4/12/23,5/8/23,1,sample,,rhizo_assembly,FALSE
RP_15,RP_15,Zeb,growth,Zeb_growth,V2,V2,24,Zeb_growth_V2,2,5,29-Aug,Zeb_growth_V2_5,10,4.86,2.85,2.5,2.36,0.35,rhizoplane,RP,15,NA,4/12/23,5/8/23,1,sample,,rhizo_assembly,FALSE
RP_35,RP_35,Zeb,growth,Zeb_growth,V2,V2,24,Zeb_growth_V2,2,1,29-Aug,Zeb_growth_V2_1,8.3,5.07,3.03,2.5,2.57,0.53,rhizoplane,RP,35,NA,4/13/23,5/9/23,2,sample,,rhizo_assembly,FALSE
RP_36,RP_36,Zeb,growth,Zeb_growth,V2,V2,24,Zeb_growth_V2,2,4,29-Aug,Zeb_growth_V2_4,8.7,5.51,3.07,2.5,3.01,0.57,rhizoplane,RP,36,NA,4/13/23,5/9/23,2,sample,,rhizo_assembly,FALSE
RS_161,RS_161,Zeb,growth,Zeb_growth,V2,V2,24,Zeb_growth_V2,2,2,29-Aug,Zeb_growth_V2_2,8.1,5.26,3.11,2.5,2.76,0.61,rhizosphere,RS,NA,161,,5/13/23,8,sample,,rhizo_assembly,FALSE
RS_162,RS_162,Zeb,growth,Zeb_growth,V2,V2,24,Zeb_growth_V2,2,3,29-Aug,Zeb_growth_V2_3,7.9,5.17,2.95,2.5,2.67,0.45,rhizosphere,RS,NA,162,,5/13/23,8,sample,,rhizo_assembly,FALSE
RS_163,RS_163,Zeb,growth,Zeb_growth,V2,V2,24,Zeb_growth_V2,2,5,29-Aug,Zeb_growth_V2_5,10,4.86,2.85,2.5,2.36,0.35,rhizosphere,RS,NA,163,,5/13/23,8,sample,,rhizo_assembly,FALSE
RS_183,RS_183,Zeb,growth,Zeb_growth,V2,V2,24,Zeb_growth_V2,2,1,29-Aug,Zeb_growth_V2_1,8.3,5.07,3.03,2.5,2.57,0.53,rhizosphere,RS,NA,183,,5/13/23,9,sample,,rhizo_assembly,FALSE
RS_184,RS_184,Zeb,growth,Zeb_growth,V2,V2,24,Zeb_growth_V2,2,4,29-Aug,Zeb_growth_V2_4,8.7,5.51,3.07,2.5,3.01,0.57,rhizosphere,RS,NA,184,,5/13/23,9,sample,,rhizo_assembly,FALSE
RP_3,RP_3,Control,growth,Control_growth,V3,V3,19,Control_growth_V3,3,2,24-Aug,Control_growth_V3_2,14.3,20.66,17.75,16.27,4.39,1.48,rhizoplane,RP,3,NA,4/12/23,5/8/23,1,sample,,rhizo_assembly,FALSE
RP_47,RP_47,Control,growth,Control_growth,V3,V3,19,Control_growth_V3,3,1,24-Aug,Control_growth_V3_1,16.6,22.11,17.92,16.27,5.84,1.65,rhizoplane,RP,47,NA,4/13/23,5/9/23,3,sample,,rhizo_assembly,FALSE
RP_89,RP_89,Control,growth,Control_growth,V3,V3,19,Control_growth_V3,3,4,24-Aug,Control_growth_V3_4,17.5,21.65,17.65,16.27,5.38,1.38,rhizoplane,RP,89,NA,4/15/23,5/10/23,5,sample,,rhizo_assembly,FALSE
RS_151,RS_151,Control,growth,Control_growth,V3,V3,19,Control_growth_V3,3,2,24-Aug,Control_growth_V3_2,14.3,20.66,17.75,16.27,4.39,1.48,rhizosphere,RS,NA,151,,5/13/23,8,sample,,rhizo_assembly,FALSE
RS_195,RS_195,Control,growth,Control_growth,V3,V3,19,Control_growth_V3,3,1,24-Aug,Control_growth_V3_1,16.6,22.11,17.92,16.27,5.84,1.65,rhizosphere,RS,NA,195,,5/13/23,10,sample,,rhizo_assembly,FALSE
RS_215,RS_215,Control,growth,Control_growth,V3,V3,19,Control_growth_V3,3,3,24-Aug,Control_growth_V3_3,20.3,23.24,18.42,16.27,6.97,2.15,rhizosphere,RS,NA,215,,5/13/23,11,sample,,rhizo_assembly,FALSE
RS_237,RS_237,Control,growth,Control_growth,V3,V3,19,Control_growth_V3,3,4,24-Aug,Control_growth_V3_4,17.5,21.65,17.65,16.27,5.38,1.38,rhizosphere,RS,NA,237,,5/15/23,12,sample,,rhizo_assembly,FALSE
RS_238,RS_238,Control,growth,Control_growth,V3,V3,19,Control_growth_V3,3,5,24-Aug,Control_growth_V3_5,13.9,19.94,17.49,16.27,3.67,1.22,rhizosphere,RS,NA,238,,5/15/23,12,sample,,rhizo_assembly,FALSE
RP_119,RP_119,Zeb,growth,Zeb_growth,V3,V3,25,Zeb_growth_V3,3,1,30-Aug,Zeb_growth_V3_1,11.6,6.43,3.21,2.5,3.93,0.71,rhizoplane,RP,119,NA,5/4/23,5/11/23,6,sample,,rhizo_assembly,FALSE
RP_140,RP_140,Zeb,growth,Zeb_growth,V3,V3,25,Zeb_growth_V3,3,5,30-Aug,Zeb_growth_V3_5,11.2,5.71,3.15,2.5,3.21,0.65,rhizoplane,RP,140,NA,5/4/23,5/11/23,7,sample,,rhizo_assembly,FALSE
RP_57,RP_57,Zeb,growth,Zeb_growth,V3,V3,25,Zeb_growth_V3,3,2,30-Aug,Zeb_growth_V3_2,11.5,6.59,3.3,2.5,4.09,0.8,rhizoplane,RP,57,NA,4/13/23,5/9/23,3,sample,,rhizo_assembly,FALSE
RP_58,RP_58,Zeb,growth,Zeb_growth,V3,V3,25,Zeb_growth_V3,3,4,30-Aug,Zeb_growth_V3_4,10.1,5.92,3.18,2.5,3.42,0.68,rhizoplane,RP,58,NA,4/13/23,5/9/23,3,sample,,rhizo_assembly,FALSE
RP_77,RP_77,Zeb,growth,Zeb_growth,V3,V3,25,Zeb_growth_V3,3,3,30-Aug,Zeb_growth_V3_3,10.5,6.19,3.34,2.5,3.69,0.84,rhizoplane,RP,77,NA,4/14/23,5/10/23,4,sample,,rhizo_assembly,FALSE
RS_205,RS_205,Zeb,growth,Zeb_growth,V3,V3,25,Zeb_growth_V3,3,2,30-Aug,Zeb_growth_V3_2,11.5,6.59,3.3,2.5,4.09,0.8,rhizosphere,RS,NA,205,,5/13/23,10,sample,,rhizo_assembly,FALSE
RS_206,RS_206,Zeb,growth,Zeb_growth,V3,V3,25,Zeb_growth_V3,3,4,30-Aug,Zeb_growth_V3_4,10.1,5.92,3.18,2.5,3.42,0.68,rhizosphere,RS,NA,206,,5/13/23,10,sample,,rhizo_assembly,FALSE
RS_225,RS_225,Zeb,growth,Zeb_growth,V3,V3,25,Zeb_growth_V3,3,3,30-Aug,Zeb_growth_V3_3,10.5,6.19,3.34,2.5,3.69,0.84,rhizosphere,RS,NA,225,,5/13/23,11,sample,,rhizo_assembly,FALSE
RS_267,RS_267,Zeb,growth,Zeb_growth,V3,V3,25,Zeb_growth_V3,3,1,30-Aug,Zeb_growth_V3_1,11.6,6.43,3.21,2.5,3.93,0.71,rhizosphere,RS,NA,267,,5/15/23,13,sample,,rhizo_assembly,FALSE
RS_288,RS_288,Zeb,growth,Zeb_growth,V3,V3,25,Zeb_growth_V3,3,5,30-Aug,Zeb_growth_V3_5,11.2,5.71,3.15,2.5,3.21,0.65,rhizosphere,RS,NA,288,,5/15/23,14,sample,,rhizo_assembly,FALSE
RP_131,RP_131,Control,growth,Control_growth,V4,V4,25,Control_growth_V4,4,5,30-Aug,Control_growth_V4_5,29.8,31.11,18.92,16.27,14.84,2.65,rhizoplane,RP,131,NA,5/4/23,5/11/23,7,sample,,rhizo_assembly,FALSE
RP_26,RP_26,Control,growth,Control_growth,V4,V4,25,Control_growth_V4,4,1,30-Aug,Control_growth_V4_1,27.1,27.57,18.39,16.27,11.3,2.12,rhizoplane,RP,26,NA,4/13/23,5/9/23,2,sample,,rhizo_assembly,FALSE
RP_27,RP_27,Control,growth,Control_growth,V4,V4,25,Control_growth_V4,4,2,30-Aug,Control_growth_V4_2,26.1,26.24,18.16,16.27,9.97,1.89,rhizoplane,RP,27,NA,4/13/23,5/9/23,2,sample,,rhizo_assembly,FALSE
RP_28,RP_28,Control,growth,Control_growth,V4,V4,25,Control_growth_V4,4,4,30-Aug,Control_growth_V4_4,25.9,27.48,18.2,16.27,11.21,1.93,rhizoplane,RP,28,NA,4/13/23,5/9/23,2,sample,,rhizo_assembly,FALSE
RP_68,RP_68,Control,growth,Control_growth,V4,V4,25,Control_growth_V4,4,3,30-Aug,Control_growth_V4_3,20.3,25.85,18.17,16.27,9.58,1.9,rhizoplane,RP,68,NA,4/14/23,5/10/23,4,sample,,rhizo_assembly,FALSE
RS_174,RS_174,Control,growth,Control_growth,V4,V4,25,Control_growth_V4,4,1,30-Aug,Control_growth_V4_1,27.1,27.57,18.39,16.27,11.3,2.12,rhizosphere,RS,NA,174,,5/13/23,9,sample,,rhizo_assembly,FALSE
RS_175,RS_175,Control,growth,Control_growth,V4,V4,25,Control_growth_V4,4,2,30-Aug,Control_growth_V4_2,26.1,26.24,18.16,16.27,9.97,1.89,rhizosphere,RS,NA,175,,5/13/23,9,sample,,rhizo_assembly,FALSE
RS_176,RS_176,Control,growth,Control_growth,V4,V4,25,Control_growth_V4,4,4,30-Aug,Control_growth_V4_4,25.9,27.48,18.2,16.27,11.21,1.93,rhizosphere,RS,NA,176,,5/13/23,9,sample,,rhizo_assembly,FALSE
RS_216,RS_216,Control,growth,Control_growth,V4,V4,25,Control_growth_V4,4,3,30-Aug,Control_growth_V4_3,20.3,25.85,18.17,16.27,9.58,1.9,rhizosphere,RS,NA,216,,5/13/23,11,sample,,rhizo_assembly,FALSE
RS_279,RS_279,Control,growth,Control_growth,V4,V4,25,Control_growth_V4,4,5,30-Aug,Control_growth_V4_5,29.8,31.11,18.92,16.27,14.84,2.65,rhizosphere,RS,NA,279,,5/15/23,14,sample,,rhizo_assembly,FALSE
RP_141,RP_141,Zeb,growth,Zeb_growth,V4,V4,32,Zeb_growth_V4,4,2,6-Sep,Zeb_growth_V4_2,19.2,13.55,9.83,8.88,4.67,0.95,rhizoplane,RP,141,NA,5/4/23,5/11/23,7,sample,,rhizo_assembly,FALSE
RP_142,RP_142,Zeb,growth,Zeb_growth,V4,V4,32,Zeb_growth_V4,4,4,6-Sep,Zeb_growth_V4_4,9.6,12.62,9.41,8.88,3.74,0.53,rhizoplane,RP,142,NA,5/4/23,5/11/23,7,sample,,rhizo_assembly,FALSE
RP_59,RP_59,Zeb,growth,Zeb_growth,V4,V4,32,Zeb_growth_V4,4,1,6-Sep,Zeb_growth_V4_1,9.6,12.52,9.54,8.88,3.64,0.66,rhizoplane,RP,59,NA,4/13/23,5/9/23,3,sample,,rhizo_assembly,FALSE
RP_97,RP_97,Zeb,growth,Zeb_growth,V4,V4,32,Zeb_growth_V4,4,3,6-Sep,Zeb_growth_V4_3,15.1,12.32,9.33,8.88,3.44,0.45,rhizoplane,RP,97,NA,4/15/23,5/10/23,5,sample,,rhizo_assembly,FALSE
RP_98,RP_98,Zeb,growth,Zeb_growth,V4,V4,32,Zeb_growth_V4,4,5,6-Sep,Zeb_growth_V4_5,13,15.43,10.12,8.88,6.55,1.24,rhizoplane,RP,98,NA,4/15/23,5/10/23,5,sample,,rhizo_assembly,FALSE
RS_207,RS_207,Zeb,growth,Zeb_growth,V4,V4,32,Zeb_growth_V4,4,1,6-Sep,Zeb_growth_V4_1,9.6,12.52,9.54,8.88,3.64,0.66,rhizosphere,RS,NA,207,,5/13/23,10,sample,,rhizo_assembly,FALSE
RS_245,RS_245,Zeb,growth,Zeb_growth,V4,V4,32,Zeb_growth_V4,4,3,6-Sep,Zeb_growth_V4_3,15.1,12.32,9.33,8.88,3.44,0.45,rhizosphere,RS,NA,245,,5/15/23,12,sample,,rhizo_assembly,FALSE
RS_246,RS_246,Zeb,growth,Zeb_growth,V4,V4,32,Zeb_growth_V4,4,5,6-Sep,Zeb_growth_V4_5,13,15.43,10.12,8.88,6.55,1.24,rhizosphere,RS,NA,246,,5/15/23,12,sample,,rhizo_assembly,FALSE
RS_289,RS_289,Zeb,growth,Zeb_growth,V4,V4,32,Zeb_growth_V4,4,2,6-Sep,Zeb_growth_V4_2,19.2,13.55,9.83,8.88,4.67,0.95,rhizosphere,RS,NA,289,,5/15/23,14,sample,,rhizo_assembly,FALSE
RS_290,RS_290,Zeb,growth,Zeb_growth,V4,V4,32,Zeb_growth_V4,4,4,6-Sep,Zeb_growth_V4_4,9.6,12.62,9.41,8.88,3.74,0.53,rhizosphere,RS,NA,290,,5/15/23,14,sample,,rhizo_assembly,FALSE
