sampleID,SampleID,group,series,stage,plant_rep,harvest_date,PlantID,height,predry_w_env,postdry_w_env,envelope,predry,postdry,compartment,compartment_code,RP_extr_number,RS_extr_number,pellet_date,extr_date,extr_group,sample_type,control_type,experiment
RS_286,RS_286,Zeb,growth,R4,2,29-Sep,Zeb_growth_R4_2,13.9,55.41,22.42,16.27,39.14,6.15,rhizosphere,RS,,286,,5/15/23,14,sample,,rhizo_assembly
RS_287,RS_287,Zeb,growth,R7,1,19-Oct,Zeb_growth_R7_1,20.3,30.01,26.03,16.27,13.74,9.76,rhizosphere,RS,,287,,5/15/23,14,sample,,rhizo_assembly
RS_288,RS_288,Zeb,growth,V3,5,30-Aug,Zeb_growth_V3_5,11.2,5.71,3.15,2.5,3.21,0.65,rhizosphere,RS,,288,,5/15/23,14,sample,,rhizo_assembly
RS_289,RS_289,Zeb,growth,V4,2,6-Sep,Zeb_growth_V4_2,19.2,13.55,9.83,8.88,4.67,0.95,rhizosphere,RS,,289,,5/15/23,14,sample,,rhizo_assembly
RS_290,RS_290,Zeb,growth,V4,4,6-Sep,Zeb_growth_V4_4,9.6,12.62,9.41,8.88,3.74,0.53,rhizosphere,RS,,290,,5/15/23,14,sample,,rhizo_assembly
RS_291,RS_291,Zeb,time,day14,4,19-Aug,Zeb_time_day14_4,4.9,4.09,3,2.5,1.59,0.5,rhizosphere,RS,,291,,5/15/23,14,sample,,rhizo_assembly
RS_292,RS_292,Zeb,time,day21,3,26-Aug,Zeb_time_day21_3,6.5,4.31,2.89,2.5,1.81,0.39,rhizosphere,RS,,292,,5/15/23,14,sample,,rhizo_assembly
RS_293,RS_293,Zeb,time,day3,3,8-Aug,Zeb_time_day3_3,0,,,,,,rhizosphere,RS,,293,,5/15/23,14,sample,,rhizo_assembly
RS_294,RS_294,Zeb,time,day63,5,7-Oct,Zeb_time_day63_5,18.4,41.63,22.26,16.27,25.36,5.99,rhizosphere,RS,,294,,5/15/23,14,sample,,rhizo_assembly
RS_295,RS_295,,,,,,Negative_group14,,,,,,,rhizosphere,RS,,295,,5/15/23,14,control,negative,rhizo_assembly
RS_296,RS_296,,,,,,Mock_positive_rhizosphere,,,,,,,rhizosphere,RS,,296,,5/15/23,14,control,positive,rhizo_assembly
RTSF_NTC_2015,RTSF_NTC_2015,,,,,,Seq_negative,,,,,,,control,,,,,,,control,negative,rhizo_assembly
RTSF_NTC_2102,RTSF_NTC_2102,,,,,,Seq_negative,,,,,,,control,,,,,,,control,negative,rhizo_assembly
RTSF_NTC_2104,RTSF_NTC_2104,,,,,,Seq_negative,,,,,,,control,,,,,,,control,negative,rhizo_assembly
RTSF_NTC_2105,RTSF_NTC_2105,,,,,,Seq_negative,,,,,,,control,,,,,,,control,negative,rhizo_assembly
RTSF_NTC_2114,RTSF_NTC_2114,,,,,,Seq_negative,,,,,,,control,,,,,,,control,negative,rhizo_assembly
Seed_Control_1,Seed_Control_1,Control,,,,,Seed_Control_1,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Control_2,Seed_Control_2,Control,,,,,Seed_Control_2,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Control_3,Seed_Control_3,Control,,,,,Seed_Control_3,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Control_4,Seed_Control_4,Control,,,,,Seed_Control_4,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Control_5,Seed_Control_5,Control,,,,,Seed_Control_5,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Control_6,Seed_Control_6,Control,,,,,Seed_Control_6,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Neg,Seed_Neg,,,,,,Seed_Neg,,,,,,,control,,,,,,,control,negative,seed_control
Seed_Pos,Seed_Pos,,,,,,Seed_Pos,,,,,,,control,,,,,,,control,positive,seed_control
Seed_Zeb_1,Seed_Zeb_1,Zeb,,,,,Seed_Zeb_1,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Zeb_2,Seed_Zeb_2,Zeb,,,,,Seed_Zeb_2,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Zeb_3,Seed_Zeb_3,Zeb,,,,,Seed_Zeb_3,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Zeb_4,Seed_Zeb_4,Zeb,,,,,Seed_Zeb_4,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Zeb_5,Seed_Zeb_5,Zeb,,,,,Seed_Zeb_5,,,,,,,seed,,,,,,,sample,,seed_control
Seed_Zeb_6,Seed_Zeb_6,Zeb,,,,,Seed_Zeb_6,,,,,,,seed,,,,,,,sample,,seed_control
ZymoMockDNA_2103,ZymoMockDNA_2103,,,,,,ZymoMockDNA_2103,,,,,,,control,,,,,,,control,positive,rhizo_assembly
